Bin Center,Bin Height,Detector,Resolution
264.5,161.0,V02160B,0.5648128235604172
265.5,140.0,V02160B,0.5648128235604172
266.5,160.0,V02160B,0.5648128235604172
267.5,164.0,V02160B,0.5648128235604172
268.5,148.0,V02160B,0.5648128235604172
269.5,180.0,V02160B,0.5648128235604172
270.5,140.0,V02160B,0.5648128235604172
271.5,153.0,V02160B,0.5648128235604172
272.5,148.0,V02160B,0.5648128235604172
273.5,133.0,V02160B,0.5648128235604172
274.5,165.0,V02160B,0.5648128235604172
275.5,166.0,V02160B,0.5648128235604172
276.5,148.0,V02160B,0.5648128235604172
277.5,153.0,V02160B,0.5648128235604172
278.5,124.0,V02160B,0.5648128235604172
279.5,166.0,V02160B,0.5648128235604172
280.5,168.0,V02160B,0.5648128235604172
281.5,139.0,V02160B,0.5648128235604172
282.5,146.0,V02160B,0.5648128235604172
283.5,153.0,V02160B,0.5648128235604172
284.5,158.0,V02160B,0.5648128235604172
285.5,140.0,V02160B,0.5648128235604172
286.5,136.0,V02160B,0.5648128235604172
287.5,154.0,V02160B,0.5648128235604172
288.5,152.0,V02160B,0.5648128235604172
289.5,159.0,V02160B,0.5648128235604172
290.5,128.0,V02160B,0.5648128235604172
291.5,132.0,V02160B,0.5648128235604172
292.5,124.0,V02160B,0.5648128235604172
293.5,144.0,V02160B,0.5648128235604172
294.5,145.0,V02160B,0.5648128235604172
295.5,133.0,V02160B,0.5648128235604172
296.5,119.0,V02160B,0.5648128235604172
297.5,119.0,V02160B,0.5648128235604172
298.5,147.0,V02160B,0.5648128235604172
299.5,121.0,V02160B,0.5648128235604172
300.5,114.0,V02160B,0.5648128235604172
301.5,99.0,V02160B,0.5648128235604172
302.5,91.0,V02160B,0.5648128235604172
303.5,96.0,V02160B,0.5648128235604172
304.5,102.0,V02160B,0.5648128235604172
305.5,104.0,V02160B,0.5648128235604172
306.5,106.0,V02160B,0.5648128235604172
307.5,116.0,V02160B,0.5648128235604172
308.5,81.0,V02160B,0.5648128235604172
309.5,99.0,V02160B,0.5648128235604172
310.5,94.0,V02160B,0.5648128235604172
311.5,112.0,V02160B,0.5648128235604172
312.5,96.0,V02160B,0.5648128235604172
313.5,86.0,V02160B,0.5648128235604172
314.5,109.0,V02160B,0.5648128235604172
315.5,76.0,V02160B,0.5648128235604172
316.5,94.0,V02160B,0.5648128235604172
317.5,92.0,V02160B,0.5648128235604172
318.5,75.0,V02160B,0.5648128235604172
319.5,83.0,V02160B,0.5648128235604172
320.5,74.0,V02160B,0.5648128235604172
321.5,83.0,V02160B,0.5648128235604172
322.5,79.0,V02160B,0.5648128235604172
323.5,76.0,V02160B,0.5648128235604172
324.5,83.0,V02160B,0.5648128235604172
325.5,71.0,V02160B,0.5648128235604172
326.5,72.0,V02160B,0.5648128235604172
327.5,71.0,V02160B,0.5648128235604172
328.5,65.0,V02160B,0.5648128235604172
329.5,68.0,V02160B,0.5648128235604172
330.5,62.0,V02160B,0.5648128235604172
331.5,46.0,V02160B,0.5648128235604172
332.5,81.0,V02160B,0.5648128235604172
333.5,61.0,V02160B,0.5648128235604172
334.5,68.0,V02160B,0.5648128235604172
335.5,70.0,V02160B,0.5648128235604172
336.5,56.0,V02160B,0.5648128235604172
337.5,75.0,V02160B,0.5648128235604172
338.5,58.0,V02160B,0.5648128235604172
339.5,64.0,V02160B,0.5648128235604172
340.5,47.0,V02160B,0.5648128235604172
341.5,61.0,V02160B,0.5648128235604172
342.5,50.0,V02160B,0.5648128235604172
343.5,66.0,V02160B,0.5648128235604172
344.5,61.0,V02160B,0.5648128235604172
345.5,63.0,V02160B,0.5648128235604172
